#.t	H2O	S_ALK	S_I	S_ND	S_NH	S_NO	S_O	S_S	X_BA	X_BH	X_I	X_ND	X_P	X_S
#d	m3/d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3
7.32292	12982	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	15.01	18.368	5.643	0.001	116.724
7.33333	12956	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	15.039	18.373	5.654	0.001	116.978
7.34375	12745	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	15	18.087	5.639	0.001	116.911
7.35417	13597	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	15.207	19.31	5.717	0.001	117.556
7.36458	14171	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	15.53	20.389	5.838	0.001	119.384
7.375	17637	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	16.371	25.748	6.155	0.001	121.592
7.38542	17635	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	17.444	27.434	6.558	0.001	129.566
7.39583	22461	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	19.714	38.139	7.411	0.001	139.287
7.40625	26276	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	22.707	50.426	8.536	0.001	153.938
7.41667	25598	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	25.05	54.355	9.417	0.001	171.093
7.42708	27780	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	27.792	64.853	10.448	0.001	185.275
7.4375	29551	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	30.715	75.754	11.547	0.001	200.681
7.44792	31861	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	33.698	88.949	12.668	0.001	214.334
7.45833	32171	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	36.307	96.678	13.649	0.001	230.083
7.46875	32180	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	38.496	102.536	14.472	0.001	243.93
7.47917	31869	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	40.216	106.178	15.119	0.001	255.77
7.48958	28047	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	40.583	95.513	15.257	0.001	269.734
7.5	26695	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	40.485	91.175	15.22	0.001	273.186
7.51042	26690	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	40.283	90.707	15.144	0.001	271.839
7.52083	25572	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	39.776	86.229	14.953	0.001	271.755
7.53125	25496	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	39.639	85.708	14.902	0.001	271.04
7.54167	22401	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	38.407	74.128	14.439	0.001	271.535
7.55208	26555	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	39.014	87.453	14.667	0.001	263.672
7.5625	25905	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	39.142	85.832	14.715	0.001	266.445
7.57292	24310	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	38.664	80.16	14.535	0.001	267.819
7.58333	23404	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	38.009	76.218	14.289	0.001	265.864
7.59375	20560	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	36.508	65.424	13.725	0.001	263.151
7.60417	18732	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	34.561	57.193	12.993	0.001	253.853
7.61458	25320	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	35.605	76.515	13.385	0.001	243.929
7.625	23046	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	35.407	70.05	13.311	0.001	248.609
7.63542	21357	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	34.657	64.178	13.029	0.001	247.734
7.64583	22487	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	34.489	66.787	12.966	0.001	243.61
7.65625	18221	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	32.843	53.093	12.347	0.001	242.491
7.66667	17442	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	31.184	48.589	11.723	0.001	232.067
7.67708	19246	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	30.511	51.669	11.47	0.001	222.927
7.6875	19197	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	29.886	50.501	11.235	0.001	218.476
7.69792	19637	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	29.675	51.124	11.156	0.001	215.949
7.70833	19014	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	29.235	49	10.991	0.001	214.119
7.71875	18480	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	28.692	46.94	10.787	0.001	211.29
7.72917	18208	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	27.985	45.213	10.521	0.001	206.648
7.73958	18547	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	27.712	45.476	10.418	0.001	203.928
7.75	18666	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	27.496	45.367	10.337	0.001	202.095
7.76042	18670	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	27.301	45.055	10.264	0.001	200.656
7.77083	18654	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	27.126	44.733	10.198	0.001	199.403
7.78125	23137	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	28.417	56.415	10.683	0.001	199.337
7.79167	22509	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	29.159	56.515	10.962	0.001	205.917
7.80208	22031	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	29.614	56.336	11.133	0.001	210.193
7.8125	22489	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	30.169	58.428	11.342	0.001	213.092
7.82292	18876	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	29.449	49.053	11.071	0.001	215.986
7.83333	20674	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	29.567	53.236	11.115	0.001	212.866
7.84375	24145	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	30.789	63.453	11.575	0.001	213.65
7.85417	22518	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	31.157	60.41	11.713	0.001	220.002
7.86458	22803	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	31.583	61.911	11.873	0.001	222.34
7.875	21780	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	31.601	59.52	11.88	0.001	224.886
7.88542	19067	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	30.745	51.651	11.558	0.001	225.05
7.89583	26211	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	32.531	72.083	12.23	0.001	220.693
7.90625	24096	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	33.097	68.088	12.443	0.001	229.788
7.91667	23071	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	33.239	65.824	12.496	0.001	233.33
7.92708	22388	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	33.17	63.988	12.47	0.001	234.546
7.9375	17483	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	31.484	49.154	11.836	0.001	234.201
7.94792	25814	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	33.106	72.372	12.446	0.001	225.584
7.95833	23248	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	33.337	66.462	12.533	0.001	233.572
7.96875	24098	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	33.835	69.61	12.72	0.001	234.906
7.97917	22402	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	33.648	64.946	12.65	0.001	237.889
7.98958	19962	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	32.716	57.161	12.299	0.001	237.287
8	18363	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	31.506	51.268	11.844	0.001	232.285
8.01042	18618	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	30.683	50.515	11.535	0.001	225.629
8.02083	19046	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	30.158	50.619	11.338	0.001	220.807
8.03125	23433	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	31.168	62.569	11.717	0.001	217.942
8.04167	22011	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	31.364	59.617	11.791	0.001	222.662
8.05208	23310	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	31.956	63.857	12.014	0.001	223.751
8.0625	23158	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	32.354	64.284	12.163	0.001	226.902
8.07292	15122	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	29.975	41.49	11.269	0.001	228.286
8.08333	15319	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	28.358	39.669	10.661	0.001	215.549
8.09375	15342	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	27.11	37.972	10.192	0.001	206.021
8.10417	14751	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	25.898	35.127	9.736	0.001	197.957
8.11458	14287	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	24.754	32.712	9.306	0.001	190.074
8.125	12478	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	23.561	27.94	8.858	0.001	184.111
8.13542	12477	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	22.252	26.386	8.366	0.001	173.884
8.14583	11347	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	20.832	22.936	7.832	0.001	164.551
8.15625	11037	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	19.58	21.103	7.361	0.001	155.12
8.16667	10473	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	18.367	19.02	6.905	0.001	146.286
8.17708	10000	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	17.213	17.213	6.471	0.001	137.703
8.1875	11258	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	16.612	18.179	6.245	0.001	131.327
8.19792	10436	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	15.819	16.336	5.947	0.001	126.036
8.20833	10976	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	15.294	16.413	5.75	0.001	121.231
8.21875	11250	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	14.899	16.295	5.601	0.001	117.792
8.22917	11740	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	14.675	16.59	5.517	0.001	115.483
8.23958	11562	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	14.408	16.095	5.416	0.001	113.574
8.25	12124	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	14.325	16.607	5.385	0.001	112.322
8.26042	12578	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	14.362	17.139	5.399	0.001	112.12
8.27083	11399	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	14.053	15.527	5.283	0.001	110.946
8.28125	11448	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	13.822	15.322	5.196	0.001	109.072
8.29167	12090	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	13.806	15.969	5.19	0.001	108.282
8.30208	12429	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	13.873	16.401	5.216	0.001	108.459
8.3125	11500	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	13.667	15.204	5.138	0.001	107.796
8.32292	11717	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	13.566	15.312	5.1	0.001	106.777
8.33333	11751	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	13.489	15.26	5.071	0.001	106.143
8.34375	11489	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	13.353	14.844	5.02	0.001	105.33
8.35417	12859	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	13.613	16.531	5.118	0.001	105.985
8.36458	12350	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	13.673	16.082	5.14	0.001	106.97
8.375	12194	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	13.684	15.936	5.144	0.001	107.218
8.38542	15329	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	14.556	20.373	5.472	0.001	110.631
8.39583	22901	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	17.333	34.104	6.516	0.001	121.895
8.40625	23690	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	19.841	40.213	7.459	0.001	138.359
8.41667	24749	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	22.334	47.039	8.396	0.001	153.964
8.42708	27249	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	25.282	57.989	9.505	0.001	169.552
8.4375	29504	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	28.546	70.303	10.731	0.001	186.609
8.44792	31868	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	32.111	84.776	12.072	0.001	204.221
8.45833	32126	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	35.212	93.644	13.238	0.001	223.267
8.46875	31909	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	37.759	99.804	14.195	0.001	240.029
8.47917	31927	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	39.904	105.525	15.001	0.001	253.607
8.48958	31719	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	41.612	109.395	15.644	0.001	265.112
8.5	30926	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	42.745	109.831	16.07	0.001	274.877
8.51042	27039	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	42.303	96.363	15.903	0.001	284.365
8.52083	25844	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	41.678	91.204	15.668	0.001	283.895
8.53125	25174	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	41.026	87.717	15.423	0.001	281.521
8.54167	24783	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	40.414	85.221	15.193	0.001	278.503
8.55208	24444	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	39.826	82.967	14.972	0.001	275.462
8.5625	22762	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	38.758	75.856	14.571	0.001	272.967
8.57292	24940	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	38.751	82.171	14.568	0.001	266.588
8.58333	24113	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	38.371	78.986	14.425	0.001	266.35
8.59375	23320	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	37.782	75.525	14.204	0.001	264.508
8.60416	22247	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	36.944	70.878	13.889	0.001	261.619
8.61458	21875	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	36.172	68.388	13.599	0.001	257.161
8.625	21863	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	35.557	67.193	13.367	0.001	252.816
8.63541	21236	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	34.828	64.178	13.093	0.001	249.278
8.64583	21473	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	34.328	63.867	12.905	0.001	245.083
8.65625	20822	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	33.674	61.006	12.66	0.001	242.064
8.66666	20463	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	33.023	58.938	12.415	0.001	238.269
8.67708	20034	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	32.346	56.688	12.16	0.001	234.423
8.6875	19328	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	31.556	53.634	11.863	0.001	230.37
8.69791	18928	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	30.789	51.406	11.575	0.001	225.698
8.70833	18510	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	30.029	49.195	11.289	0.001	221.064
8.71875	18319	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	29.348	47.658	11.033	0.001	216.47
8.72916	18224	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	28.754	46.49	10.81	0.001	212.295
8.73958	19106	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	28.549	48.046	10.733	0.001	208.894
8.75	22491	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	29.45	57.039	11.071	0.001	208.01
8.76041	21604	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	29.782	55.701	11.196	0.001	212.338
8.77083	22228	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	30.259	58.01	11.376	0.001	214.321
8.78125	21169	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	30.292	55.668	11.388	0.001	216.961
8.79166	19849	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	29.921	52.024	11.249	0.001	217.266
8.80208	17451	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	28.878	45.017	10.857	0.001	214.888
8.8125	18335	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	28.407	46.165	10.679	0.001	209.498
8.82291	22018	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	29.226	55.569	10.987	0.001	207.466
8.83333	23369	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	30.224	60.529	11.363	0.001	211.49
8.84375	23270	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	30.946	61.743	11.634	0.001	216.767
8.85416	25050	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	32.126	68.389	12.077	0.001	220.745
8.86458	21540	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	31.887	59.486	11.988	0.001	227.498
8.875	19321	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	31.053	52.76	11.674	0.001	226.713
8.88541	21190	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	31.107	57.213	11.694	0.001	222.75
8.89583	26591	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	32.934	73.914	12.381	0.001	222.492
8.90625	24225	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	33.465	69.168	12.581	0.001	232.016
8.91666	23902	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	33.828	69.099	12.717	0.001	235.353
8.92708	24339	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	34.304	71.195	12.896	0.001	237.545
8.9375	21529	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	33.733	62.901	12.682	0.001	240.696
8.94791	26978	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	35.238	80.108	13.247	0.001	237.037
8.95833	25693	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	35.877	78.102	13.488	0.001	244.79
8.96875	24779	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	36.094	76.103	13.569	0.001	248.744
8.97916	24086	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	36.072	74.18	13.561	0.001	250.464
8.98958	23308	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	35.821	71.575	13.467	0.001	250.815
9	21017	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	34.856	63.658	13.104	0.001	250.048
9.01041	21014	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	34.164	62.386	12.844	0.001	245.092
9.02083	19118	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	31.415	52.899	11.81	0.001	229.84
9.03125	18847	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	31.41	52.252	11.808	0.001	230.443
9.04167	18509	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	30.817	50.484	11.585	0.001	226.872
9.05208	17886	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	30.261	48.16	11.376	0.001	224.191
9.0625	17445	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	29.71	46.299	11.169	0.001	221.091
9.07292	16858	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	29.051	43.994	10.921	0.001	217.463
9.08333	16116	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	29.667	43.274	11.153	0.001	223.73
9.09375	16206	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	28.594	41.902	10.749	0.001	215.441
9.10417	15965	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	27.549	39.874	10.357	0.001	208.064
9.11458	14494	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	26.769	35.792	10.063	0.001	205.128
9.125	13423	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	26.044	32.732	9.791	0.001	201.669
9.13542	12660	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	24.94	29.916	9.376	0.001	194.545
9.14583	12059	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	23.699	27.359	8.909	0.001	185.932
9.15625	11453	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	22.448	24.894	8.439	0.001	177.134
9.16667	12083	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	21.231	24.547	7.981	0.001	166.528
9.17708	11554	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	20.032	22.366	7.531	0.001	157.921
9.1875	11875	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	19.24	21.945	7.233	0.001	151.216
9.19792	13101	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	18.378	22.652	6.909	0.001	142.754
9.20833	12323	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	17.744	20.837	6.671	0.001	138.863
9.21875	13271	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	17.564	21.873	6.603	0.001	136.2
9.22917	13614	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	17.121	21.762	6.436	0.001	132.325
9.23958	13604	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	17.029	21.632	6.402	0.001	131.628
9.25	12382	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	17.023	20.064	6.4	0.001	133.141
9.26042	12408	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	16.993	20.063	6.388	0.001	132.876
9.27083	11767	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	16.593	18.792	6.238	0.001	130.547
9.28125	12006	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	16.29	18.741	6.124	0.001	127.865
9.29167	11805	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	15.847	17.993	5.957	0.001	124.63
9.30208	11951	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	15.559	17.836	5.849	0.001	122.194
9.3125	12317	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	15.25	17.901	5.733	0.001	119.353
9.32292	12825	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	15.031	18.217	5.651	0.001	117.066
9.33333	12800	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	14.946	18.085	5.619	0.001	116.431
9.34375	12600	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	15.009	17.936	5.643	0.001	117.147
9.35417	13408	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	15.038	18.882	5.653	0.001	116.461
9.36458	13952	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	14.999	19.444	5.639	0.001	115.546
9.375	17235	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	15.206	23.457	5.717	0.001	113.4
9.38542	17233	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	15.529	23.953	5.838	0.001	115.809
9.39583	21804	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	16.37	30.862	6.154	0.001	116.464
9.40625	25418	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	17.442	37.611	6.557	0.001	119.367
9.41667	24776	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	19.71	41.553	7.41	0.001	135.841
9.42708	26842	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	22.702	51.378	8.535	0.001	152.939
9.4375	28519	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	25.043	59.827	9.415	0.001	165.562
9.44792	30707	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	27.784	70.934	10.445	0.001	179.123
9.45833	31000	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	30.705	79.066	11.543	0.001	197.282
9.46875	31009	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	33.687	86.766	12.664	0.001	216.416
9.47917	30713	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	36.294	92.678	13.644	0.001	233.97
9.48958	27093	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	38.482	87.816	14.467	0.001	258.525
9.5	25812	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	40.202	87.877	15.113	0.001	273.937
9.51042	25808	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	40.568	88.664	15.251	0.001	276.448
9.52083	24748	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	40.47	85.233	15.214	0.001	278.994
9.53125	24677	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	40.268	84.593	15.138	0.001	277.82
9.54167	21745	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	39.761	74.785	14.948	0.001	283.068
9.55208	25678	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	39.624	86.217	14.896	0.001	270.4
9.5625	25062	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	38.393	81.765	14.434	0.001	263.773
9.57292	23552	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	39	78.638	14.662	0.001	272.359
9.58333	22693	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	39.128	76.377	14.71	0.001	275.771
9.59375	20001	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	38.65	67.64	14.53	0.001	280.213
9.60417	18269	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	37.996	61.559	14.284	0.001	280.401
9.61458	24508	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	36.495	76.206	13.72	0.001	252.254
9.625	22354	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	34.549	66.56	12.988	0.001	244.38
9.63542	20755	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	35.593	64.302	13.381	0.001	256.031
9.64583	21824	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	35.394	66.782	13.306	0.001	251.767
9.65625	17785	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	34.645	54.873	13.024	0.001	256.932
9.66667	17047	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	34.477	52.698	12.961	0.001	257.595
9.67708	18755	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	32.832	54.391	12.343	0.001	241.096
9.6875	18708	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	31.174	51.534	11.72	0.001	229.032
9.69792	19125	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	30.501	51.376	11.467	0.001	223.134
9.70833	18535	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	29.877	49.002	11.232	0.001	219.893
9.71875	18029	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	29.666	47.53	11.153	0.001	219.462
9.72917	17772	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	29.227	46.263	10.987	0.001	216.778
9.73958	18093	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	28.684	46.093	10.783	0.001	212.061
9.75	18205	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	27.976	45.193	10.517	0.001	206.595
9.76042	18209	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	27.704	44.76	10.415	0.001	204.573
